VALID NAICS,NAICS Title,SubCategory,Heat,Cool,WH,Cook,Misc.,Proc.,Total
922,"Justice, Public Order, and Safety Activities",Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
922,"Justice, Public Order, and Safety Activities",Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
922,"Justice, Public Order, and Safety Activities",Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
922,"Justice, Public Order, and Safety Activities",Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
922,"Justice, Public Order, and Safety Activities",Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
922,"Justice, Public Order, and Safety Activities",Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
9221,"Justice, Public Order, and Safety Activities",Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
9221,"Justice, Public Order, and Safety Activities",Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
922110,Courts,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
922120,Police Protection,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
922130,Legal Counsel and Prosecution,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
922140,Correctional Institutions,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
922150,Parole Offices and Probation Offices,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
922160,Fire Protection,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
92219,"Other Justice, Public Order, and Safety Activities",Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
92219,"Other Justice, Public Order, and Safety Activities",Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
922190,"Other Justice, Public Order, and Safety Activities",Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
927,Space Research and Technology,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
9271,Space Research and Technology,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
927110,Space Research and Technology,Misc,0.30175439,0.01559454,0.40038986,0.04366472,0.04249513,0.19610136,1
7113,"Promoters of Performing Arts, Sports, and Similar Events",Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
7113,"Promoters of Performing Arts, Sports, and Similar Events",Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities",Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
7114,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
7115,"Independent Artists, Writers, and Performers",Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
7115,"Independent Artists, Writers, and Performers",Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
711510,"Independent Artists, Writers, and Performers",Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
8112,Electronic and Precision Equipment Repair and Maintenance,Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
8112,Electronic and Precision Equipment Repair and Maintenance,Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
811210,Electronic and Precision Equipment Repair and Maintenance,Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
811211,Consumer Electronics Repair and Maintenance,Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
811212,Computer and Office Machine Repair and Maintenance,Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
811213,Communication Equipment Repair and Maintenance,Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
811219,Other Electronic and Precision Equipment Repair and Maintenance,Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
8132,Grantmaking and Giving Services,Misc,0.79180328,0.01967213,0.12677596,0.01092896,0.00437158,0.04644809,0.95355191
