tract_geoid_2019,<100,100,101 - 199,200,>200
06001409000,0.27887981330221706,0.11901983663943991,0.07117852975495916,0.5087514585764294,0.022170361726954493
06001409100,0.1909722222222222,0.13368055555555555,0.09895833333333333,0.5694444444444444,0.006944444444444444
06001409200,0.20334261838440112,0.20612813370473537,0.06545961002785515,0.520891364902507,0.004178272980501393
06001409300,0.0785024154589372,0.1570048309178744,0.0929951690821256,0.6594202898550725,0.012077294685990338
06001409400,0.1141025641025641,0.2602564102564103,0.06923076923076923,0.5435897435897435,0.01282051282051282
06001409500,0.11478599221789883,0.19066147859922178,0.07976653696498054,0.5933852140077821,0.021400778210116732
06001409600,0.03584672435105068,0.15451174289245984,0.10259579728059333,0.7058096415327565,0.0012360939431396785
06001409700,0.02529960053262317,0.2170439414114514,0.09320905459387484,0.6564580559254327,0.007989347536617843
06001409800,0.0581270182992465,0.16792249730893433,0.08396124865446716,0.6307857911733046,0.059203444564047365
06001409900,0.016191210485736313,0.2390131071703932,0.05319969159599075,0.5782575173477256,0.1133384734001542
06001410000,0.032056990204808546,0.21905609973285842,0.09973285841495994,0.5805877114870882,0.06856634016028496
06001410100,0.0723055934515689,0.19645293315143247,0.0927694406548431,0.6152796725784447,0.023192360163710776
06001410200,0.08737864077669903,0.19694868238557559,0.07212205270457697,0.636615811373093,0.006934812760055479
06001410300,0.06177606177606178,0.17374517374517376,0.08108108108108109,0.6737451737451737,0.009652509652509652
06001410400,0.07051282051282051,0.1762820512820513,0.11645299145299146,0.6239316239316239,0.01282051282051282
06001410500,0.0,0.21153846153846154,0.07692307692307693,0.6538461538461539,0.057692307692307696
06001420100,0.02176696542893726,0.1523687580025608,0.10243277848911651,0.7195902688860435,0.0038412291933418692
06001420200,0.035842293906810034,0.13620071684587814,0.1003584229390681,0.7150537634408602,0.012544802867383513
06001420300,0.038980509745127435,0.1619190404797601,0.11544227886056972,0.6371814092953523,0.046476761619190406
06001420500,0.04145077720207254,0.12089810017271158,0.11744386873920552,0.7081174438687392,0.012089810017271158
06001420600,0.022007042253521125,0.14524647887323944,0.1073943661971831,0.7174295774647887,0.007922535211267605
06001421100,0.016887816646562123,0.12545235223160434,0.09288299155609167,0.6936067551266586,0.07117008443908324
06001421200,0.010302197802197802,0.1346153846153846,0.0782967032967033,0.7163461538461539,0.06043956043956044
06001421300,0.015665796344647518,0.1377284595300261,0.11096605744125326,0.72911227154047,0.006527415143603133
06001421400,0.01896551724137931,0.11379310344827587,0.10689655172413794,0.7293103448275862,0.03103448275862069
06001421500,0.015299026425591099,0.14325452016689846,0.0890125173852573,0.6599443671766342,0.09248956884561892
06001421600,0.01957713390759593,0.13860610806577917,0.0908379013312451,0.6358653093187158,0.11511354737666406
06001421700,0.014534883720930232,0.11337209302325581,0.13953488372093023,0.7238372093023255,0.00872093023255814
06001421800,0.01620745542949757,0.13290113452188007,0.1166936790923825,0.7309562398703403,0.0032414910858995136
06001421900,0.03714020427112349,0.12349117920148561,0.10399257195914577,0.72330547818013,0.012070566388115135
06001422000,0.012903225806451613,0.12903225806451613,0.10967741935483871,0.6903225806451613,0.05806451612903226
06001422100,0.06779661016949153,0.15254237288135594,0.09533898305084745,0.6716101694915254,0.012711864406779662
06001422200,0.05063291139240506,0.14556962025316456,0.11708860759493671,0.680379746835443,0.006329113924050633
06001422300,0.020242914979757085,0.14979757085020243,0.10121457489878542,0.7226720647773279,0.006072874493927126
06001422400,0.02702702702702703,0.13513513513513514,0.08108108108108109,0.6846846846846847,0.07207207207207207
06001422500,0.0136986301369863,0.13013698630136986,0.0958904109589041,0.6712328767123288,0.08904109589041095
06001422600,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.0,0.0
06001422700,0.01020408163265306,0.16326530612244897,0.09183673469387756,0.673469387755102,0.061224489795918366
06001422800,0.04,0.04,0.0,0.68,0.24
